t	X1	Y1
s	m	m
 17,93710709	 0,00000000	-0,01169491
 17,94218254	 0,00000000	-0,01169491
 17,94725990	 0,00000000	-0,01169491
 17,95233727	 0,00000000	-0,01169491
 17,95741463	 0,00000000	-0,01169491
 17,96249199	 0,00000000	-0,01169491
 17,96756935	 0,00000000	-0,01169491
 17,97264481	 0,00000000	-0,01169491
 17,97772217	 0,00000000	-0,01169491
 17,98279953	 0,00000000	-0,01169491
 17,98787689	 0,00000000	-0,01135593
 17,99295425	 0,00000000	-0,01135593
 17,99802971	 0,00000000	-0,01135593
 18,00310707	-0,00033898	-0,01135593
 18,00818443	-0,00033898	-0,01135593
 18,01326180	-0,00033898	-0,01135593
 18,01833916	-0,00033898	-0,01135593
 18,02341652	-0,00033898	-0,01135593
 18,02849197	-0,00033898	-0,01135593
 18,03356934	-0,00067797	-0,01135593
 18,03864670	-0,00067797	-0,01135593
 18,04372406	-0,00067797	-0,01135593
 18,04880142	-0,00067797	-0,01101695
 18,05387688	-0,00067797	-0,01101695
 18,05895424	-0,00067797	-0,01101695
 18,06403160	-0,00067797	-0,01101695
