t	X1	Y1	X2	Y2
s	m	m	m	m
 0,00000000	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,00507601	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,01015203	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,01522804	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,02030405	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,02538007	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,03045608	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,03553209	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,04060811	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,04568412	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,05076014	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,05583614	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,06091216	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,06598818	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,07106419	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,07614020	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,08121622	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,08629223	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,09136824	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,09644426	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,10152027	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,10659628	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,11167229	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,11674830	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,12182432	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,12690033	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,13197635	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,13705236	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,14212838	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,14720438	-0,00055556	-0,00083333	-0,00722222	-0,01805555
 0,15228041	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,15735641	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,16243243	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,16750844	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,17258446	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,17766047	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,18273649	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,18781249	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,19288851	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,19796452	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,20304054	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,20811655	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,21319257	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,21826857	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,22334458	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,22842060	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,23349661	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,23857263	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,24364863	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,24872465	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,25380066	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,25887668	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,26395270	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,26902869	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,27410471	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,27918074	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,28425676	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,28933275	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,29440877	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,29948479	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,30456081	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,30963680	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,31471282	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,31978884	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,32486486	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,32994086	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,33501688	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,34009290	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,34516892	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,35024491	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,35532093	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,36039695	-0,00055556	-0,00083333	-0,00666667	-0,01861111
 0,36547297	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,37054896	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,37562498	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,38070101	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,38577703	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,39085302	-0,00055556	-0,00083333	-0,00722222	-0,01861111
 0,39592904	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,40100506	-0,00055556	-0,00083333	-0,00777778	-0,01861111
 0,40608108	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,41115707	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,41623309	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,42130911	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,42638513	-0,00055556	-0,00083333	-0,00777778	-0,01861111
 0,43146113	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,43653715	-0,00055556	-0,00083333	-0,00777778	-0,01861111
 0,44161317	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,44668916	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,45176518	-0,00055556	-0,00083333	-0,00777778	-0,01861111
 0,45684120	-0,00055556	-0,00083333	-0,00777778	-0,01805555
 0,46191722	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,46699321	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,47206923	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,47714525	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,48222128	-0,00055556	-0,00083333	-0,00777778	-0,01861111
 0,48729727	-0,00055556	-0,00027778	-0,00777778	-0,01805555
 0,49237329	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,49744931	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,50252533	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,50760132	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,51267737	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,51775336	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,52282935	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,52790540	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,53298140	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,53805739	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,54313344	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,54820943	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,55328548	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,55836147	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,56343746	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,56851351	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,57358950	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,57866549	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,58374155	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,58881754	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,59389359	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,59896958	-0,00055556	-0,00027778	-0,00666667	-0,01861111
 0,60404557	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,60912162	-0,00055556	-0,00027778	-0,00722222	-0,01861111
 0,61419761	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,61927360	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,62434965	-0,00055556	-0,00027778	-0,00777778	-0,01861111
 0,62942564	 0,00000000	-0,00027778	-0,00777778	-0,01861111
 0,63450170	 0,00000000	-0,00027778	-0,00777778	-0,01861111
 0,63957769	 0,00000000	-0,00027778	-0,00722222	-0,01861111
 0,64465368	 0,00000000	-0,00027778	-0,00722222	-0,01861111
 0,64972973	 0,00000000	-0,00027778	-0,00722222	-0,01861111
 0,65480572	 0,00000000	-0,00027778	-0,00722222	-0,01861111
 0,65988171	 0,00000000	-0,00027778	-0,00722222	-0,01861111
 0,66495776	 0,00000000	 0,00027778	-0,00722222	-0,01861111
 0,67003375	 0,00000000	 0,00027778	-0,00722222	-0,01861111
 0,67510974	 0,00000000	 0,00027778	-0,00722222	-0,01861111
 0,68018579	 0,00000000	 0,00027778	-0,00666667	-0,01861111
 0,68526179	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,69033784	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,69541383	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,70048982	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,70556587	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,71064186	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,71571785	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,72079390	 0,00000000	 0,00083333	-0,00777778	-0,01805555
 0,72586989	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,73094594	 0,00000000	 0,00027778	-0,00777778	-0,01861111
 0,73602194	 0,00000000	 0,00083333	-0,00777778	-0,01805555
