t	X1	Y1	X2	Y2
s	m	m	m	m
 0.0000000000	 0.0000000000	 0.0061249998	-0.0029999998	 0.0176249985
 0.0050760135	 0.0000000000	 0.0061249998	-0.0027499998	 0.0176249985
 0.0101520270	 0.0000000000	 0.0061249998	-0.0027499998	 0.0176249985
 0.0152280396	 0.0000000000	 0.0061249998	-0.0027499998	 0.0176249985
 0.0203040540	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0253800675	 0.0000000000	 0.0061249998	-0.0029999998	 0.0176249985
 0.0304560792	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0355320945	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.0406081080	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0456841215	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.0507601351	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0558361448	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0609121583	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0659881756	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0710641891	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.0761402026	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.0812162161	 0.0000000000	 0.0061249998	-0.0029999998	 0.0176249985
 0.0862922296	 0.0000000000	 0.0061249998	-0.0027499998	 0.0176249985
 0.0913682431	 0.0000000000	 0.0061249998	-0.0027499998	 0.0176249985
 0.0964442566	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1015202701	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1065962836	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1116722897	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1167483032	 0.0000000000	 0.0061249998	-0.0024999999	 0.0176249985
 0.1218243167	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1269003302	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.1319763511	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.1370523572	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.1421283782	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.1472043842	 0.0000000000	 0.0061249998	-0.0029999998	 0.0178749990
 0.1522804052	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1573564112	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1624324322	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
 0.1675084382	 0.0000000000	 0.0061249998	-0.0027499998	 0.0178749990
